ID,itemNo,title,description,adminNotes,manufacturer,model,condition,age,weight,catid,pic,quantity,price,lowestPrice,costOfGoods,totalNumberOfPieces,quantitySold,sellingPrice,auctionStartPrice,location,barcode1,barcode2,hold,new,sold,featured,specials,offTruck,consignment,deleted,date,editDate,dateSold,dateDeleted,videoLink,inclInNewsletter,NumberOfViews,clientIP
56680,110060828,NULL,"Rainin HPXL Series Liquid Chromatographic Binary Pumps. 3 units, with injection valve and solvent mixer. Digital display, multi functional keypad, pump controller and module ports. The back of the unit has 2 RS422 ports, one to the slave pump and one from the controller",NULL,Rainin,HPXL,Good,Current,NULL,2467,56680.jpg,1,0,0,0,0,0,0,0,Row 8 7B,NULL,1674,0,0,1,0,0,0,0,1,8/26/2006,1/3/2007,1/3/2007,1/3/2007,NULL,NULL,NULL,NULL
56681,13060828,Bausch and Lomb,"Bausch & Lomb, Refractometer, with Na lanp",NULL,Bausch & Lomb,NULL,Good,Current,NULL,2676,56681.jpg,1,600,0,0,1,0,0,0,Row 4 7-c,NULL,1841,0,0,0,0,0,0,0,0,8/26/2006,7/28/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56682,14060828,Despatch Gravity Convection Oven,"<p>   Despatch Gravity Convection Oven Model LOB1-24. The inside volume in inches is 12 H x 23 W x 14 FB. <strong><span style=""background-color:#ff0000;"">The maximumm temperature is 240 C</span></strong>. Electrical requirements are 1200 watts, 11.6 amps, 120 volts and 60 Hertz.</p>  ","Emailed quote of $1,000 to Prakash at Timtronics in NY on 5-22-2013 (Mark)  Follow up email to Prakash on 6-7-2013 (Mark)",Despatch,LOB1-24,Good,Current,NULL,2755,56682.jpg,1,600,0,0,1,0,0,0,Row 5 13-b,NULL,2091,0,0,0,0,0,0,0,0,8/26/2006,6/7/2013,NULL,NULL,NULL,0,NULL,71.225.86.90
56683,15060828,Torry Pines Scientific HS30,"Torry Pines, Hot Plate Stirrer Model HS-30, 115V, 8 Amps, 700 Watts",NULL,Torry Pines Scientific,HS-30,Good,Current,NULL,2606,56683.jpg,1,450,0,0,0,1,0,0,Row 17 4C,NULL,1948,0,0,1,0,0,0,0,0,8/26/2006,8/13/2008,8/13/2008,NULL,NULL,0,NULL,NULL
56684,16060829,Photometrics Series 200 Camera Controller,"<p>   Photometrics, Series200 with CC200, LC200</p>  ",NULL,Photometrics,CC200,Good,Current,NULL,2708,56684.jpg,1,0,0,0,1,0,,0,Row 8 8-b,NULL,1833,0,0,0,0,0,0,0,0,8/26/2006,1/16/2014,NULL,NULL,NULL,0,NULL,98.110.127.30
56685,17060828,NULL,"Chatillon, Model TCD200 Force gauge DFGS2 2 X 0.001 Lb, 1.0 X .001 Kg,  10 x .01 N",NULL,Chatillon,TCD200,Good,Current,NULL,2651,56685.jpg,1,2250,0,0,0,0,0,0,Row 10 7-C,NULL,1834,0,0,1,0,0,0,0,1,8/26/2006,1/4/2007,1/4/2007,1/4/2007,NULL,NULL,NULL,NULL
56686,18060829,Fisher Scientific,<p>   Fisher Scientific Dry Bath Incubator</p>  ,NULL,Fisher Scientific,Incubator,Good,Current,NULL,2383,56686.jpg,1,150,0,0,1,0,,0,Row 17 2-c,NULL,1813,0,0,0,0,0,0,0,0,8/26/2006,12/27/2013,NULL,NULL,NULL,0,NULL,98.110.127.30
56687,19060829,Unisyn  Cell Pharm System 2000,"Unisyn, Cell Pharm System 2000",NULL,Unisyn, Cell Pharm System 2000,Good,Recent,NULL,2373,56687.jpg,1,500,0,0,0,1,0,650,Row 11 3B,NULL,2189,0,0,1,0,0,0,0,0,8/26/2006,1/2/2008,1/2/2008,NULL,NULL,0,NULL,NULL
56688,10090930,Quantachrome Quantasorb QS-17,"Quantasorb Surface Area Model QS-17 measuring system. Power Information: 120-240V, 50/60Hz    Sold AS-IS",NULL,Quantachrome,QS-17,As Is,Current,NULL,2692,56688.jpg,1,750,0,0,1,1,0,0,Row 2 6-b,NULL,2292,0,0,1,0,0,0,0,0,8/26/2006,12/20/2011,12/20/2011,NULL,NULL,0,NULL,98.110.127.30
56689,20060828,Quantachrome,"Quantachrome, Pycnometer",NULL,Quantachrome,NULL,Good,Current,NULL,2675,56689.jpg,1,1000,0,0,1,1,,0,Row 2 6-b,NULL,2990,0,0,1,0,0,0,0,0,8/26/2006,5/10/2011,6/1/2010,NULL,http://www.myvideouploads.com/users/1002/myvideo.aspx?VideoID=849,0,NULL,98.110.127.30
56690,21060828,Ugo Basile 740,"UGO, Model 7140 Plethysmometer Plethysmometer is a microcontrolled volume meter, specially designed for accurate measurement of the rat/mouse paw swelling. It consists of a water filled Perspex cell (several diams. are available) into which the paw is dipped. A transducer of original design records small differences in water level, caused by volume displacement. The digital read-out shows the exact volume of the paw - ",NULL,Ugo Basile,740,As Is,Current,NULL,2329,56690.jpg,1,400,0,0,1,0,,0,Row 17 1D,NULL,1812,0,0,0,0,0,0,0,1,8/26/2006,6/1/2011,NULL,6/1/2011,NULL,0,NULL,98.110.127.30
56691,22060828,NULL,Haake Model CV 100 rheometer,NULL,Haake,CV 100,Good,Current,NULL,2677,56691.jpg,1,0,0,0,0,1,150,0,Row 9 7B,NULL,1844,0,0,1,0,0,0,0,0,8/26/2006,1/3/2007,5/8/2008,NULL,NULL,NULL,NULL,NULL
56692,230060828,Monitowac 450,"Monitowac, Model 450 Ice maker 450 lbs/day",NULL,Monitowac,450,Good,Current,NULL,2854,56692.jpg,1,1560,0,0,0,1,0,650,Row 6 7A,NULL,1845,0,0,1,0,0,0,0,0,8/27/2006,5/22/2008,5/22/2008,NULL,NULL,0,NULL,NULL
56693,24060828,Crescent,"Crescent Wig-L-Bug, For pulverizing, mixing, grinding, For use in preparing small samples for research analysis and spectroscopy. 60 second timer, 1/2"" dia. x 2"" vial adapter. Vials not included.",NULL,Crescent, ,Good,Recent,NULL,2717,56693.jpg,1,250,0,0,0,1,0,0,Row 16 5B,NULL,1684,0,0,1,0,0,0,0,1,8/27/2006,1/20/2009,1/20/2009,1/20/2009,NULL,0,NULL,NULL
56694,25060828,Precision Systems Osmette S,"Precision Systems, Osmette S Automatic Osmometer",NULL,Precision Systems,Osmette S,Good,Current,NULL,2664,56694.jpg,1,0,0,0,0,0,0,0,Row 9 4B,NULL,1821,0,0,0,0,0,0,0,1,8/27/2006,10/11/2007,NULL,10/11/2007,NULL,0,NULL,NULL
56695,27060828,Fisher Scientific Paraffin Bath,<p>   Fisher Scientific Paraffin Bath interior size: 6-1/4&quot; dia. x 6-1/2&quot; deep</p>  ,NULL,Fisher Scientific,Paraffin Bath,Good,Current,NULL,2612,56695.jpg,1,300,0,0,1,1,0,250,BRow 2 6-b,NULL,1735,0,0,1,0,0,0,0,0,8/27/2006,8/12/2013,8/12/2013,NULL,NULL,0,NULL,98.110.127.30
56696,1060829,Pierce 18935,"Pierce Reacti Therm III, dry block heater, stirrer moduel. Triple blocks. 110 volts, Temp. range: amb. to 200 C. (Sorry no blocks -) ",NULL,Pierce,Nov-51,Good,Current,NULL,2383,56696.jpg,1,525,0,0,0,1,0,0,Row 16 5D,NULL,2089,0,0,1,0,0,0,0,0,8/27/2006,8/20/2008,8/20/2008,NULL,NULL,0,NULL,NULL
56697,2060829,Pierce 18900,"Pierce Reacti Therm III, dry block heater/stirrer moduel. double blocks. 110 volts, Temp. range: amb. to 200 C.",NULL,Pierce,18900,Good,Current,NULL,2383,56697.jpg,3,525,0,0,0,3,0,250,Row 16 5D,NULL, ,0,0,1,0,0,0,0,0,8/27/2006,8/20/2008,8/20/2008,NULL,NULL,0,NULL,NULL
56698,4060829,PCI Ozone &amp; Control Systems HC,"PCI Ozone & Control Systems, Inc. Model HC, Ozone Monitor, Measures concentration  % by weight",NULL,PCI Ozone & Control Systems,HC,Good,Current,NULL,2317,56698.jpg,1,800,0,0,1,0,,0,Row 16 6-a,NULL,1847,0,0,0,0,0,0,0,0,8/27/2006,5/31/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56699,6060829,Lab Line 3525,Lab Line Incubator Shaker,NULL,Lab Line,3525,Good,Current,NULL,2565,56699.jpg,1,2000,0,0,0,1,0,0,Row 6 10A,NULL,1652,0,0,1,0,0,0,0,0,8/27/2006,4/23/2008,4/23/2008,NULL,http://www.myvideouploads.com/users/1002/myvideo.aspx?VideoID=350,0,NULL,NULL
56700,70060829,Brinkmann Lauda WK 3200,"Brinkmann Lauda Recirculating Chiller 40 liter per minute circulation rate, 3385 watts /11543 BTU cooling capacity, temp range: 0 to 40 C. ",NULL,Brinkmann Lauda,WK 3200,Good,Current,NULL,2354,56700.jpg,1,1700,0,0,0,1,0,0,Row 8 10A,NULL,1036,0,0,1,0,0,0,0,1,8/27/2006,2/19/2008,2/19/2008,2/19/2008,NULL,0,NULL,NULL
56701,8060829,Brinkmann Lauda  UKT 600 C,"Brinkmann Lauda, UKT 600 C, Refrigerated Chiller Circulator, Temperature range: 40 to -40 C. Digital Display, 230 volts, 6 AMPS, 60 HZ",NULL, Brinkmann Lauda ,UKT 600 C,Good,Current,NULL,2354,56701.jpg,1,2000,0,0,0,0,,0,Row 4 11-a,NULL,1031,0,0,0,0,0,0,0,0,8/27/2006,12/11/2009,NULL,NULL,NULL,0,NULL,98.110.127.30
56702,9060829,Lindberg Blue M GO1300A,"Lindberg Blue M, Gravity Convection Oven. Model GO`1300A. Temp. Range: 40 to 200 C. ",NULL,Lindberg Blue M,GO1300A,Good,Current,NULL,2755,56702.jpg,1,0,0,0,0,1,0,0,Row 8 7B,NULL,1037,0,0,1,0,0,0,0,0,8/27/2006,8/14/2007,8/14/2007,NULL,NULL,0,NULL,NULL
56703,10060829,IKA Works KS250BS1,"Shaker, Platform, Horizontal. Variable speed and with timer.   ",NULL,IKA Works,KS250BS1,Good,Recent,NULL,2411,56703.jpg,1,750,0,0,0,1,0,0,Row 9 11-B,NULL,1240,0,0,1,0,0,0,0,0,8/27/2006,11/21/2007,11/21/2007,NULL,NULL,0,NULL,NULL
56704,11060829,VWR Scientific 620,"VWR Scientific, model 620 Standar Stirrer Plate",NULL,VWR Scientific,620,Good,Current,NULL,3296,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,2,0,0,0,0,0,0,0,8/27/2006,12/30/2009,NULL,NULL,NULL,0,NULL,98.208.135.183
56723,X004060829,PCI Ozone and Control Systems HC,"PCI Ozone & Control Systems, Inc. Model HC, Ozone Monitor, Measures concentration  % by weight",NULL,PCI Ozone & Control Systems,HC,Good,Current,NULL,2317,56723.jpg,1,0,0,0,1,0,,0,Row 5 13-b,NULL,1846,0,0,0,0,0,0,0,0,8/28/2006,9/27/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56726,X017060828,NULL,"Chatillon, Model TCD200 Force gauge",NULL,Chatillon,TCD200,Good,Current,NULL,2651,NULL,1,1900,0,0,0,0,0,0,Row  10 7C,NULL,1851,2,0,1,0,0,0,0,1,8/28/2006,10/3/2006,10/3/2006,10/3/2006,NULL,NULL,NULL,NULL
56728,X013060828,Bausch Lomb Refractometer,"<p>   Bausch &amp; Lomb, Refractometer, with No lamp</p>  ",NULL,Bausch & Lomb,Refractometer,Good,Recent,NULL,2676,56728.jpg,1,600,0,0,1,0,,0,Row 4 7-c,NULL,1842,0,0,0,0,0,0,0,0,8/28/2006,4/29/2013,NULL,NULL,NULL,0,NULL,98.110.127.30
56729,113060828,Bausch and  Lomb,"Bausch & Lomb, Refractometer, with Na lanp",NULL,Bausch & Lomb,NULL,Good,Current,NULL,2676,56729.jpg,1,500,0,0,1,0,,1500,Row 4 7-c,NULL,1843,0,0,0,0,0,0,0,0,8/28/2006,7/29/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56731,X003060828,Yokogawa HR1300,"Yokogawa, Model HR1300, Hydrid Recorder",NULL,Yokogawa,HR1300,Good,Current,NULL,2846,56731.jpg,1,0,0,0,1,0,,0,Row 14 4-c,NULL,1837,1,0,0,0,0,0,0,0,8/28/2006,5/27/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56732,NULL,NULL,"Yokogawa, Model HR1300, Hydrid Recorder",NULL,Yokogawa,HR1300,Good,Current,NULL,2846,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,8/28/2006,8/28/2006,NULL,8/28/2006,NULL,NULL,NULL,NULL
56733,X1003060828,Yokogawa HR1300,"Yokogawa, Model HR1300, Hydrid Recorder",NULL,Yokogawa,HR1300,Good,Current,NULL,2846,56733.jpg,1,0,0,0,1,0,,0,Row 14 4-c,NULL,1838,0,0,0,0,0,0,0,0,8/28/2006,9/28/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56735,NULL,NULL,"Yokogawa, Drawin DR240, Hydrid Recorder",NULL,Yokogawa,DR240,Good,Current,NULL,2846,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,8/28/2006,8/28/2006,NULL,8/28/2006,NULL,NULL,NULL,NULL
56736,X001060828,NULL,"Yokogawa, Drawin DR240, Hydrid Recorder",NULL,Yokogawa,DR240,Good,Current,NULL,2846,56736.jpg,1,0,0,0,0,0,0,0,Row 14 4C,NULL,1839,1,0,1,0,0,0,0,1,8/28/2006,11/17/2006,11/17/2006,11/17/2006,NULL,NULL,NULL,NULL
56739,1060828,NULL,"Yokogawa, Drawin DR240, Hydrid Recorder",NULL,Yokogawa,DR240,Good,Current,NULL,2846,56739.jpg,1,0,0,0,0,0,0,0,Row 14 4C,NULL,1835,0,0,0,0,0,0,0,1,8/28/2006,9/28/2006,NULL,9/28/2006,NULL,NULL,NULL,NULL
56757,X020060829,Precision 51221126,"Oven, Gravity Convection, Temp. range: 85 to 200 C, 1300 watts, 120 volts, 11 amps, Working vol.: 12""W x 16""FB x 14.5""H.",NULL,Precision,51221126,Excellent,Recent,NULL,2755,56757.jpg,1,550,0,0,0,1,0,0,Row 4 11B,NULL,1917,1,0,1,0,0,0,0,0,8/28/2006,8/2/2007,8/2/2007,NULL,NULL,0,NULL,NULL
56758,1060830,NULL,Perin Elmer UV/Vis Double Beam Spectrophometer Model 552 with 561 Recorder. ,NULL,Perkin Elmer,552,Good,Current,NULL,2881,56758.jpg,1,0,0,0,0,0,0,0,Row 9 3B,NULL,1809,0,0,1,0,0,0,0,1,8/29/2006,1/3/2007,1/3/2007,1/3/2007,NULL,NULL,NULL,NULL
56759,2060830,Intergrah 7585B,"Intergraph, Plotter, Model 7585B",NULL,Intergrah,7585B,Good,Current,NULL,2274,NULL,1,0,0,0,1,0,,0,Row 7 10A,NULL,1548,0,0,0,0,0,0,0,1,8/29/2006,6/27/2011,NULL,6/27/2011,NULL,0,NULL,98.110.127.30
56760,X011050922,ESA 5100A,ESA Coulochem Model 5100A. works,NULL,ESA,5100A,Good,Current,NULL,2459,56760.jpg,1,350,0,0,1,0,,0,Row 9 5-c,NULL,1827,1,0,0,0,0,0,0,0,8/29/2006,9/27/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
56763,10060830,Captair chem  ductless hood,<p>   Erlab Captair Chem ductless hood for Analytical Balances ERAB Inc</p>  ,800 plu s 50- 75,Captair,ductless hood,Good,Current,NULL,2546,56763.jpg,1,1000,0,0,1,0,0,0,Row 9 5-a,NULL,1015,0,0,0,0,0,0,0,0,8/29/2006,4/11/2014,NULL,NULL,NULL,0,NULL,98.110.127.30
56764,11060839,NULL,American Scientific Model BK33 Bath,NULL,American Scientific,BK33,Good,Current,NULL,2224,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,2,0,0,0,0,0,0,2,8/29/2006,9/1/2006,NULL,9/1/2006,NULL,NULL,NULL,NULL
56765,11060830,NULL,"American Scientific, Model BK33 Bath",NULL,American Scientific,BK33,Good,Current,NULL,2224,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,8/29/2006,9/6/2006,NULL,9/6/2006,NULL,NULL,NULL,NULL
56766,11060830,NULL,"American Scientific, Model BK33 Bath",NULL,American Scientific,BK33,Good,Current,NULL,2224,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,8/29/2006,9/6/2006,NULL,9/6/2006,NULL,NULL,NULL,NULL
56767,11060830,Yamato American Scientific BK33 Bath,"<p>   American Scientific, Yamato Model BK33 Bath, Working area 12in x 12in x 12in, Digital readout. 28 liter capacity.</p>  ",NULL,American Scientific,BK33,Good,Current,NULL,2357,56767.jpg,1,1500,0,0,1,0,0,0,Row 4 8-b,NULL,2286,0,0,0,0,0,0,0,0,8/29/2006,6/5/2013,NULL,NULL,NULL,0,NULL,98.114.99.105
56768,13060830,American Optical,American Optical Refractive Index,NULL,American Optical,NULL,Good,Current,NULL,2676,56768.jpg,1,200,0,0,0,1,0,0,Row 17 3C,NULL,1414,0,0,1,0,0,0,0,0,8/29/2006,6/10/2009,6/10/2009,NULL,NULL,0,NULL,98.110.127.30
56769,14060830,NULL,CSC Sieve Shaker,NULL,CSC,,Good,Current,NULL,2684,56769.jpg,1,0,0,0,0,0,0,0,NULL,NULL,NULL,2,0,0,0,0,0,0,0,8/29/2006,8/29/2006,NULL,NULL,NULL,NULL,NULL,NULL
56770,15060830,NULL,CTC Analytics,NULL,CTC Analytics,MN 01 00,Good,Current,NULL,2293,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,2,0,0,0,0,0,0,2,8/29/2006,9/1/2006,NULL,9/1/2006,NULL,NULL,NULL,NULL
56771,15060830,Leap Technologies CTC Analytics MN 01 00,<p>   Leap Technologies CTC Analytic PAL AUTO GC LC HPLC POWER SUPPLY MN 01-00 and temperature readout module</p>  ,"Emailed quote of $500 to Carl at AMRI, Inc. in New York on 3-11-2013 (Mark)  Follow up email to Carl on 3-27-2013 (Mark)  Emailed quote of $500 to Keyong Zou on 4-30-2013 (Mark)  spoke to Keyong Zou... Mike dropped price to $400 +shipping 4/30/13 (di)  Being sold to Keyong for $400 on 5-1-2013 (Mark)  ",Leap Technologies CTC Analytics ,MN 01 00,Good,Current,NULL,2452,56771.jpg,1,500,0,0,1,1,0,0,Row 17 3-e,NULL,1020,0,1,1,0,0,0,0,0,8/29/2006,5/1/2013,5/1/2013,NULL,http://youtu.be/VDNcemDb178,0,NULL,98.110.127.30
56772,16060830,Electrothermal Chem Dry,"Electrolthermal Chem Dry Vacuum Oven. Oven only, no glassware. Used to dry material, remove trace solvents from compounds,   and dry samples prior to melting point determination.  The unit supplies heat to a glass vessel (the drying tube) that holds the sample and  descicant. the glass vessel is connected to a  vacuum pump. the desiccant removes the moisture from samples.Modular design permits removal and storage of dried samples in sealed drying tubes,  ",NULL,Electrothermal,Chem Dry,Good,Current,NULL,2761,56772.jpg,1,600,0,0,0,1,0,0,Row 16 3C,NULL,1712,0,0,1,0,0,0,0,0,8/29/2006,4/20/2010,4/20/2010,NULL,NULL,0,NULL,98.110.127.30
56773,18060830,Wilray Metal Fabricators,<p>   Wilray Metal Fabricators Corrosives (Flammable) Storage Cabinet measures 27 inches wide with a depth of 28.5 inches and is 20.5 inches high.</p>  ,NULL,Wilray Metal Fabricators,Storage Cabinet,Good,Current,NULL,2864,56773.jpg,1,150,0,0,1,0,0,0,row 1 7-b,NULL,1518,0,0,0,0,0,0,0,0,8/29/2006,5/10/2013,NULL,NULL,NULL,0,NULL,98.110.127.30
56774,120060830,Flow Sciences FS4010,"Flow Sciences, Single Fan Filter Housing. Multiple Filter options are available for insertion from flow Sciences Inc. Hepa  ",NULL,Flow Sciences,FS4010,Good,Current,NULL,2251,56774.jpg,1,800,0,0,0,1,0,0,Row 5 8-b,NULL,2312,0,0,1,0,0,0,0,0,8/29/2006,8/5/2010,6/3/2008,NULL,NULL,0,NULL,98.110.127.30
56775,22060830,Young  Technology PLC Thermal Press,"<p>   Young Technology, PLC Thermal Press, with Festo Electric Controller Model FPC-202</p>  ",NULL,Young  Technology,NULL,Good,Current,NULL,2768,56775.jpg,1,0,0,0,1,0,,0,Row 12 8-c,NULL,1021,0,0,0,0,0,0,0,0,8/29/2006,3/26/2013,NULL,NULL,NULL,0,NULL,98.110.127.30
56776,23060830,Lab Line LabSafe,<p>   Lab Line Isopad LabSafe Thermal Mantle. 2 1/2&#39; inside diameter. Holds 50 ml flask.</p>  ,NULL,Lab Line,LabSafe,Good,Current,NULL,2538,56776.jpg,1,50,0,0,1,0,0,0,BRow 1 1-d,NULL,6150,0,0,0,0,0,0,0,0,8/29/2006,8/8/2012,NULL,NULL,NULL,0,NULL,98.110.127.30
56777,25060830,NULL,Orec,NULL,Orec,,Good,Current,NULL,2262,NULL,1,0,0,0,0,0,0,0,NULL,NULL,NULL,2,0,0,0,0,0,0,2,8/29/2006,9/1/2006,NULL,9/1/2006,NULL,NULL,NULL,NULL
