ID,itemNo,title,description,adminNotes,manufacturer,model,condition,age,weight,catid,pic,quantity,price,lowestPrice,costOfGoods,totalNumberOfPieces,quantitySold,sellingPrice,auctionStartPrice,location,barcode1,barcode2,hold,new,sold,featured,specials,offTruck,consignment,deleted,date,editDate,dateSold,dateDeleted,videoLink,inclInNewsletter,NumberOfViews,clientIP
6462,NULL,NULL,"Digtial Vacuum Oven, Stailess steel inside and out. Solid state, digital temp. controller, 1/2"" tempered glass door, temp range 40 to 325 C, Int. Dimensions 9Wx12Dx9H "", ",NULL,VWR Brand,1410D,Excellent,Recent,NULL,2761,6462.JPG,2,1900,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,6/28/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6463,3991209,Neslab RTE 111,"Refrigerated Circulator, Microprocessor Controlled, Multistep programming, readout in C or F, resolution to 0.01C, Audible safety alarm, Direct 9 pin RS232-C interface port with additional 9 pin port for accessory remote sensor, 500 Watts of cooling at 20 C, 800 watts of heating, 7 liter cap. ",NULL,Neslab,RTE 111,Excellent,Recent,NULL,2354,6463.JPG,1,1500,0,0,0,1,0,0,NULL,NULL,NULL,1,0,1,0,0,0,0,0,6/28/1999,6/18/2007,6/18/2007,NULL,NULL,0,NULL,NULL
6464,NULL,Unknown Marble,"Marble Balance Table, 3"" thick marble slab construction provides maximum damping effect and vibration free stability for analytical instrument scales.  Marble slab legs are reinforced with a cast iron cross beam. Table dimentsions 35x25x31"" LWH, Weight 650 lbs,",NULL,Unknown,Marble,Good,Recent,NULL,2340,NULL,1,650,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,6/28/1999,9/16/2007,NULL,9/16/2007,NULL,0,NULL,NULL
6466,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,NULL,NULL,0,0,1,6/28/1999,NULL,11/11/2003,11/11/2003,NULL,NULL,NULL,NULL
6468,1990716,NULL,Sample preparation workstation with PC control,NULL,Bohdan Automation,ADPS-951,Excellent,Recent,NULL,2225,6468.JPG,1,12250,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,6/28/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6469,NULL,NULL,"Support Jack, High load capacity, Safety lock, 12""x12"" stainless steel top and bottom, Oversize knob for smooth and continuous platform adjustment, Vertical lift 5 to 19"", Max load 65 kg.  ",NULL,VWR Brand,Jumbo,New,New,NULL,2611,6469.JPG,3,190,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,6/28/1999,1/15/2006,NULL,1/15/2006,NULL,NULL,NULL,NULL
6470,3990704,Thermolyne Nuova,"Magnetic Stirrer, Low profile design only 4.5  high, White porcelain-coated stainless steel top is chemical reistan and enhances visibility of liquids being stirred, Accomodates 20 lbs, Stirring area 7 x 7 "".",NULL,Thermolyne,Nuova,New,New,NULL,2606,6470.JPG,2,125,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,6/28/1999,10/11/2007,NULL,4/9/2006,NULL,0,NULL,NULL
6471,X002011107,Fisher 160,"Fisher Model 160, HiTemp Bath, For applications requiring temperatures above 100C, Use with water, oil, bath wax, or sand. Temp. max 275 C,Cast aluminum bowl handles round or flat bottom containers with up to 1 gal capacity.",NULL,Fisher,160,Good,Recent,NULL,2348,6471.JPG,1,390,0,0,0,1,0,0,Row 9 11B,NULL,2037,0,0,1,0,0,0,0,0,6/28/1999,6/18/2007,6/18/2007,NULL,NULL,0,NULL,NULL
6473,NULL,titleprofile,NULL,"HiTechTrader is a site that sells New & Used, Laboratory and Process Equipment for Research, Industry & Education. Currently listing over 700 items on our web page with pictures, descriptions, and prices.  <P>Viewing our inventory is as easy. Click on Equipment List to explore the Table of Contents. You can view either the entire category or sub category. For more information or additional pictures of an item click on the manufacture's name or model. Click on the picture to enlargeit. A handling fee of 10% of the sale price is charge for items sold on Consignment.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,NULL,NULL,0,0,1,6/28/1999,NULL,11/11/2003,11/11/2003,NULL,NULL,NULL,NULL
6487,14991027,NULL,"Lambda-Max. Variable Wavelength UV/VIS detector,  wavelenghts from 190 to 700 nm, low noise from 0.001 to 2.0 AUFS",NULL,Waters,481,Good,Recent,NULL,2459,6487.JPG,1,450,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,11/9/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6490,NULL,NULL,"Freeze Dryer, Table top model, 6 liter capacity @ -54 C, 3 Shelves 12 x 17"", Shelf refrigeration and heating from -40 to 50 C, Digital readout and automatically controlled",NULL,Labconco,77580,Good,Recent,NULL,2246,6490.jpg,1,7500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,6/30/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6493,1060119,Wiley ED-5,"Wiley Cutting Mill, Material is cut by scissors action of revolving blade with 4 blades passing against 4 stationary blades (0.002"" clearance), The material is then forced through stainless steel sieves that determines the size of the product. Rotor speeds of 500, 800,1200 rpm (with no loads) ",NULL,Wiley,ED-5,Good,Recent,NULL,2720,6493.jpg,1,3500,0,0,0,1,0,0,BRow2 3B,NULL,2241,0,0,1,0,0,0,0,1,6/30/1999,7/11/2009,1/3/2007,1/3/2007,NULL,0,NULL,71.172.75.123
6494,90991022,NULL,"Motor Driven Mill, Efficient knife type mill for pulverization of both fibrous and friable materials, 3 speeds (860,1700,& 3700 rpm) Monel metal screens 20, 40,and 60 mesh are used to screen finished product. Screens are not supplied.",NULL,Wiley,Intermediate,Good,Recent,NULL,2734,6494.JPG,2,950,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,NULL,NULL,0,0,1,6/30/1999,1/8/2005,1/8/2005,1/8/2005,NULL,NULL,NULL,NULL
6503,1990704,NULL,"Superspeed Refrigerated Centrifuge, A well-established reputation for reliability, durability and simplicity of operation. Rotor speeds from 150 to 21,000 rpm (Rccf to 49,460) maintained to 1% of preset condition, Temp. from 2 to 37 C are maintained at .1 C.  Temp to -15 are possible at reduced speeds.  Sold with no rotor",NULL,Sorval,RC-5B,Excellent,Recent,NULL,2434,6503.JPG,1,6000,0,0,0,0,0,0,NULL,NULL,NULL,1,0,0,NULL,NULL,0,0,1,7/2/1999,NULL,NULL,11/10/2003,NULL,NULL,NULL,NULL
6504,2990709,Lab Line  Model 3528 Orbit Environ-Shaker,"Lab Line Orbit Environ-Shaker, Temp. from above ambient to 60 C, smooth, quiet shaking speeds from 40 to 500 rpm, Constant-speed blower circulates air evenly thoughout the chamber providing accurate and uniform temp.  LED readouts shows, Temp. Time, and speed.",NULL,Lab Line,3528,Good,Recent,NULL,2565,NULL,1,1300,0,0,0,1,0,0,NULL,NULL,NULL,0,0,1,0,0,1,0,0,7/2/1999,12/18/2009,12/18/2009,NULL,http://www.myvideouploads.com/users/1002/myvideo.aspx?VideoID=683,0,NULL,98.110.127.30
6506,TH002,VWR Brand 58816-115,"Multi-Tube Vortexer, Handles the larger volumes up to 50 Tubes or Three 96 well, micro-assy plates at once. Also can be used to mix single, large containers such as flasks, speed from 1200 to 2400 cycles/min. and automatic timer from 0 to 60 sec.Two solid steel posts hold tube support plate securely.",NULL,VWR Brand,58816-115,Excellent,Recent,NULL,2747,6506.JPG,1,550,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,2,7/2/1999,8/19/2008,NULL,8/19/2008,NULL,0,NULL,NULL
6508,NULL,NULL,"Vacuum Pump, Single stage, pumping speed 4.5 m3/h, 90L/min, Utimate vacuum 0.5 mbar, in excellent working condition 115 volts, comes with oil",NULL,Alcatel,1004,Excellent,Recent,NULL,2824,6508.JPG,10,450,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/2/1999,9/18/2006,NULL,9/18/2006,NULL,NULL,NULL,NULL
6509,NULL,NULL,"Vacuum Pump, Single stage, Displacement (swept volume) 1.9 cfm, ultimate vacuum with gas ballast 5 torr, maximum pumping rate for water vapor 0.1 lb/h  In excellent working condition, supplied with oil",NULL,Edwards,Speedivac 2,Excellent,Recent,NULL,2824,6509.JPG,1,450,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/2/1999,9/18/2006,NULL,9/18/2006,NULL,NULL,NULL,NULL
6514,1990709,Buchi RE-111A,"<a href=http://www.myvideouploads.com/users/1002/myvideo.aspx?VideoID=149 target=_video><font color=blue><b>Video</b> </font>click here- <font color=red><b><em>See your item work!!!</em></b></font></a>  Rotavapor Evaporator,  Ideal for distillation of volumes from 50 ml to 2L , Variable speed sparkless induction motors can be regulated to 200 rpm, Comes with Diagonally positioned tap-water -cooled condenser with inlet feed tube. A stainless steel heating bath ( 20 -100 C)with overtemperature protection and manually operated servo-jack, comes with a 1L collecting flask and 1L evaporating flask. Shipping weight is apx 80 lbs with pallet dims (In Inch's) of  38 x 26 x 28 (H)",NULL,Buchi,RE-111A,Good,Recent,NULL,2490,6514.jpg,3,1150,0,0,0,3,450,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/4/1999,7/25/2007,7/25/2007,7/25/2007,NULL,0,NULL,NULL
6515,15991027,NULL,"Rotavapor Evaporator,  Features are same as described for the RE-111 model, LED, digital display of rotation speed, bath temperature and internal vapor temperature (with optional vapor temperature sensor) With diagonally positioned, condenser with inlet feed tube, a 9L ss heating bath, and manually operated Servo-Jack.  Optional glass configerations are available at addtional cost. (With two piece, cold-trap condenser for dry ice/acetone as coolant) RE 121 A",NULL,Buchi,RE-121A,Excellent,Recent,NULL,2490,6515.JPG,3,1250,0,0,0,0,561,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/4/1999,3/2/2007,3/2/2007,3/2/2007,NULL,NULL,NULL,NULL
6516,14991027,NULL,"Rotavapor Evaporator, Reocommended for concentration and distillation reflux reactions, degassing of liquids and oils, and Soxhlet extractions. Digtial readout displays rotation speed and bath temp., Variable speed, sparkless induction motor control o to 220rpm, a 9L ss bath provides controlled heating from 20 to 100 C, and quick action servo-jack. Comes with a vertical condenser ( dry ice/acetone trap optional), 1L evaporating and receiving flasks.",NULL,Buchi,EL-131,Excellent,Recent,NULL,2490,6516.jpg,2,1350,0,0,0,0,936,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/4/1999,3/30/2006,3/30/2006,3/30/2006,NULL,NULL,NULL,NULL
6517,2990716,NULL,"Freeze Dryer, microprocesser control,corrosion resistant,3 liters per 24 hours at max. condenser temp. of -55 ro -85 C, Titanium condenser provides superior corrosion resistance, 16 each 1/2"" ports with 16 quik-vac valves, Manifold rotates on axis to accommodate various sized flaskware, FD-MTR-16 Teflon manifold for use with organic or inorganic corrosives for Max corrosive resistance.  Vacuum pump (purchased separately) ",NULL,FTS Systems,Flexi Dry -3L,Excellent,Recent,NULL,2246,6517.JPG,1,3725,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/4/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6518,25991027,Haake Buchler Vortex Evaporator Model 4322000,"<p>   Haake Buchler Vortex Evaporator, Model 4322000.&nbsp; Mixes, evaporates and incubates; complete sample preparation station.&nbsp; Heater thermistor controlled ambient to 80 C within 1C; Teflon coated block holds 90 12 mm tubes; Special vacuum control systems guards against bumping; 115v, 60 Hz, 10 amps, 1150 watts</p>  <p>   &nbsp;</p>  ",NULL,Haake Buchler,4322000,Excellent,Recent,NULL,2488,6518.JPG,3,1250,0,0,1,0,0,650,BRow 2 2-b,NULL,3894,0,0,0,0,0,0,0,0,7/4/1999,4/9/2013,NULL,NULL,http://www.youtube.com/watch?v=x-PnWJHHkDs,0,NULL,98.110.127.30
6533,2990706,NULL,"Polytron Homogenizer of emulsion, dispersion and mixing of materials. Operates up to 27,000 rpm, 710 watts motor, with power control unit. 12 mm standard sawteeth generator has long slots in shaft tube for max. aeration and turbulance.  ",NULL,Brinkman,P710/35,Excellent,Recent,NULL,2735,6533.JPG,1,1650,0,0,0,0,0,0,NULL,NULL,NULL,1,0,0,0,0,0,0,2,7/6/1999,6/5/2006,NULL,6/5/2006,NULL,NULL,NULL,NULL
6534,3990706,Kinematic LS-10-35,"<p>   Polytron Homogenizer, with standard sawteeth, 1/2&quot; dia., generator. Long slots in shaft tube for max aeration and turbulance, saw teeth shear samples, improving homogeneous efficiency. With power control unit</p>  ",NULL,Kinematic,LS-10-35,Excellent,Recent,NULL,2735,6534.JPG,1,1550,0,0,1,0,,0,NULL,NULL,NULL,1,0,0,0,0,0,0,2,7/6/1999,1/15/2013,NULL,1/15/2013,NULL,0,NULL,98.110.127.30
6535,4990706,NULL,"Refrigerated High Precision Bath - Circulator,  Bath temp. controlled to 0.0005 C, Temp. range -10 to 110 C, when bridge switched to %, and 0.0 to 99.9 to C, Cap. 25 liters, pump recirculation 15 Lmin, cooling cap. 100 - 200 watt, Heater  250 and 1000 watt, Temp. resetability 0.005",NULL,Hart Scientific,7011,Excellent,Recent,NULL,2354,6535.jpg,1,1750,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/6/1999,6/6/2004,NULL,6/6/2004,NULL,NULL,NULL,NULL
6537,7990706,AquafineUltraviolet Water Sterilizer SL-1,"<p>   Aquafine Ultraviolet Water Sterilizer, Model SL-1.&nbsp; Ultraviolet energy is predominantly the 254 nm wavelength; Max cap. of clear fresh water 10 gpm; Distilled DI/RO water (C of A 0.01); UV dosage micro watt-seconds/cm3 &gt; 30,000; watts 61</p>  ",DO NOT SELL PER MIKE SR AS THIS IS BEING SOLD TO SAPIENZA  ,Aquafine,SL-1,Good,Recent,NULL,2927,6537.JPG,1,950,0,0,1,1,0,0,Row 8 11-c,NULL,1613,0,0,1,0,0,0,0,0,7/6/1999,5/2/2013,5/2/2013,NULL,http://www.youtube.com/watch?v=0EWh_o4guhY,0,NULL,98.110.127.30
6539,8990706,Waters 510,"HPLC Pump, Highly reproducible operation for isocratic or gradient chromatography. Flow rate range 0.1 to 9.9 ml.min up to 6,000 psi. percision 0.1%",NULL,Waters,510,Good,Recent,NULL,2467,6539.JPG,4,750,0,0,0,0,337,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/6/1999,2/23/2009,NULL,2/23/2009,NULL,0,NULL,NULL
6540,9990706,Waters 590,"HPLC Pump, Microprocessor controlled for precise and accurate flow, Automated start-up, shutdown, programmable flow rates and external event control for unattended operation and masimum productivity.  Flow rate range 1 micro liter to 20 ml/min up to 7000 psi, precision 0.15",NULL,Waters,590,Excellent,Recent,NULL,2467,6540.jpg,3,750,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/6/1999,2/23/2009,NULL,2/23/2009,NULL,0,NULL,NULL
6541,10990706,Waters 501,"<p>   HPLC Pump, parts only</p>  ",NULL,Waters,501,For Parts Only,Recent,NULL,2467,6541.JPG,1,525,0,0,1,0,,0,Row 11 8-b,NULL,8595,1,0,0,0,0,0,0,0,7/6/1999,12/18/2012,NULL,NULL,NULL,0,NULL,98.110.127.30
6542,11990706,NULL,"HPLC Pump (powerline module), Precise four solvent mixing and delivery capability, Set and control Powerline gradient injection and detection parameters as well as external events. precision 0.1% compositional accuracy 0.5%, flow rates 0.00 to 10 ml/min, up to 6,000 psi",NULL,Waters,600E,Excellent,Recent,NULL,2467,6542.JPG,2,1450,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/6/1999,1/24/2007,1/24/2007,1/24/2007,NULL,NULL,NULL,NULL
6545,15990706,NULL,"Syringe Pump,  1 cylinder 500 cc cap. Max press 4000 psi, Drive motor 1/6 HP, 230 volts, 60 Hz, Transmission -  Quick CH6, 28 fixed feed rates ranges from 1 cc to 224 cc/hr",NULL,Ruska,2246 WI,Good,Recent,NULL,2823,6545.jpg,1,4500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/6/1999,11/18/2004,NULL,11/18/2004,NULL,NULL,NULL,NULL
6551,1990707,Waters 490,"UV/VIS Detector, Programmable Multiwavelength, four independently programmable channels, Real-time peak purity confirmation with Ratioplot, Windowplot, maxplot routines, Powerline programmability of wavelength, attenuation, autozero, polarity, time constant. Wide wavelength and sensitivity range from 190 to 600 nm, 0.001 to 3 AUFS Also available Models 490MS and 490E",NULL,Waters,490,Excellent,Recent,NULL,2459,6551.JPG,1,950,0,0,1,0,,0,Row 11 7-c,NULL,2387,0,0,0,0,0,0,0,1,7/7/1999,6/1/2011,NULL,6/1/2011,NULL,0,NULL,98.110.127.30
6553,3990707,NULL,"Conductivity Detector, PowerLine programmability allows easy multimethod operation. Automatically determines the correct conductivity range. Autozero and autoranging,Multi-electrode flow cell design minimizes baseline noise. electronic circuitry control of the flow cell temp. improves signal to noise with lower detection limits.",NULL,Waters,431,Good,Recent,NULL,2459,6553.JPG,1,900,0,0,0,0,918,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/7/1999,4/9/2006,NULL,4/9/2006,NULL,NULL,NULL,NULL
6554,4990707,NULL,"Sample Processor, Programmable stand alone sample processor with PoweLine Compatibility. Typical precision <1.0% RSD and >0.00 linearity. 1 microliter to 2000 microliter injection range. ",NULL,Waters,712 WISP,Good,Recent,NULL,2464,6554.JPG,1,200,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6555,5990707,NULL,"Automatic Sampler, Easy to program CRTY display all electric design.  Perform advanced automation functions such as serial dilution, mixing and liquid liquid extraction.           ",NULL,Waters,715 WISP,Excellent,Recent,NULL,2452,6555.JPG,4,1200,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6558,8990707,NULL,"Advanced Protein Purification System.  Designed for fast high performance protein isolations. Non-metallic fuid path, flow rat capabilities from 0.1 to 80 ml/min and four buffer blending for speparation of microgram to mutigram sample quantities with a broad range of column geometries.",NULL,Waters,650E,Excellent,Recent,NULL,2470,6558.JPG,1,2500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/7/1999,9/21/2005,NULL,9/21/2005,NULL,NULL,NULL,NULL
6561,10990707,NULL,"Fraction Collector. Has multiple modes of operation A ""time"", ""drop"" and ""volume"" mode. Operation at high flow rates collection by time must be utilized. Supplied with 2 trays, one for long tubes and anothe for shorter tubes.",NULL,Waters,NULL,Excellent,Recent,NULL,2464,6561.JPG,2,900,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,12/23/2003,NULL,12/23/2003,NULL,NULL,NULL,NULL
6562,11990707,NULL,"McIlwain Tissue Chopper, Prepare section of tissue without loss of enzyme activity.  Use for metabolic experiments and microscopic determination of enzyme reaction products. Produces uniform 1 micron to 1 mm thick slices from biopsy specimens of small organs in less than one minute. ",NULL,Brinkmann,23 40 100-2,Excellent,Recent,NULL,2225,6562.JPG,1,1250,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,12/23/2003,NULL,12/23/2003,NULL,NULL,NULL,NULL
6563,12990707,Nikon P 100 Microphotometry System,"<p>   Nikon P 100 Microphotometry System</p>  <p>   Consisting of P 101 Photometer controller, G 70 monochrometer, photometer head finder and P 102 photometer controller.</p>  <p>   Used with Nikon Microscope.</p>  ","Emailed quote of $6,500 to Wantoro Winoto at Sapta Servisindo on 2-1-2013 (Mark)  Made a $5,000 offer to Wantoro on 2-12-2013 (Mark)    ",Nikon,P 100,Excellent,Recent,NULL,2880,6563.jpg,1,6500,0,0,1,0,0,0,Row 5 9-b,"04482, 83",3384,0,0,0,0,0,0,0,0,7/7/1999,3/5/2013,NULL,NULL,NULL,0,NULL,98.110.127.30
6567,14990707,Techne PH-2,"<p>   Techne, Model PH-2</p>  <p>   Dri-Block Temperature Cycler</p>  <p>   Temp. range 4 to 99 C</p>  <p>   Accuracy 0.1 C</p>  <p>   Program segment 3 temps</p>  <p>   99 programs and cyles</p>  <p>   &nbsp;</p>  ",NULL,Techne,PH-2,Excellent,Recent,NULL,2420,6567.JPG,2,600,0,0,1,0,0,0,Row 5 9-c,NULL,1441,0,0,0,0,0,0,0,0,5/27/2002,3/5/2013,NULL,NULL,NULL,0,NULL,98.110.127.30
6568,15990707,NULL,"Press - Temp - Humidity Chamber.  Temperature range 105 to 162 C, Humidity 75 - 100 %RH,  Pressure  to 4 kg/cm2, Humid heater 1.5 KW, Chamber size 12"" dia. x 12""D.",NULL,Tabai - Expec,TPC-41,Excellent,Recent,NULL,2754,6568.JPG,1,4500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6569,15990707,NULL,"Parts feeder System, Supply hopper model 404 , Syntron magnetic parts feeder model 404, electronic controls.",NULL,SSI Sigma Systems,MSI,New,New,NULL,2788,6569.JPG,1,3500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6572,18990707,NULL,"Gyrotory Shaker,  a double platform shaker with 1"" orbit, electronic speed control and digital display, speed range 40 to 400 rpm, capicity up to 6 liter flasks per tier.",NULL,New Brunswick Scientific,G 10,Good,Recent,NULL,2747,6572.JPG,1,1500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6582,3090707,NULL,"Storage Freezer, Capacity 23.0 cu ft., 7 shelves/drawer, Forced airauto defrost, Preset emperature of -30 C, 115 volts 12 amps",NULL,Fisher,F3012PFABA,New,New,NULL,2853,6582.JPG,2,1500,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,7/7/1999,4/27/2004,NULL,4/27/2004,NULL,NULL,NULL,NULL
6583,31990707,NULL,"Programmed Cryogenic Cooling of Biological Samples, Complete Unit: Freezer module, Controller module, temp programmercontroller and plotter, and Liquid nitrogen delivery system. Temp range -40 to -180 C, Chamber size 11""H x 10""W x 10""D,  Capacity 726, 2 ml ampuoles",NULL,Planner,Kryo 10 Series II/16,New,New,NULL,2850,6583.JPG,1,4650,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,NULL,NULL,0,0,1,7/7/1999,5/24/2005,5/24/2005,5/24/2005,NULL,NULL,NULL,NULL
6596,5990709,NULL,"Low Temperature Bath Circulator, Stands 34"" from the floor, Has a 17 liter bath. Temp. range -50 to 40 C. Temperature stability 0.02 C Cooling cap. 340 watts @ 0 C, 70 watts @ -50 C. Work area 8""L x 10""W x 8""D, Heater 1000 watts, ",NULL,Neslab,LT-50,Good,Recent,NULL,2354,6596.JPG,1,2350,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/9/1999,8/27/2006,NULL,8/27/2006,NULL,NULL,NULL,NULL
6597,6990709,NULL,"Vacuum Oven, Temp. range ambient to 200 C, working area 8""W x 12""D x 8""H, 600 Watts, 115 volts,The cast aluminum door has a positive catch and a square, 1/2"" thick PYREX glass window, ",NULL,Precision,19,Good,Recent,NULL,2761,6597.JPG,3,350,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/9/1999,11/29/2006,11/29/2006,11/29/2006,NULL,NULL,NULL,NULL
6598,7990709,NULL,"Safety Vacuum Oven, The oven is equipped with a non-positive door latch and safety screen.  The door latch is designed to release pressure quickly, eliminating the possibility of an explosion. Vol. 0.6cu.ft., 1 shelves, Temp. range 40 to 260 C, Int. dim.:9""W x 12""D x 9""H, 500 watts, 120 volts",NULL,VWR  Scientific,1410S,Excellent,Recent,NULL,2761,6598.JPG,1,950,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/9/1999,3/9/2007,3/9/2007,3/9/2007,NULL,NULL,NULL,NULL
6599,8990709,NULL,"Tensiometer.  Provides precise readings of upward interfacial and surface tensions by the ring method to values reproducible within 0.05 dyne/cm.  ASTM method D971. D1331. D1317. D1590.  Comes completely assembled with torsionwire, platinum-iridium ring and metal case and instructions",NULL,Cenco-DuNuoy,Precision,Good,Recent,NULL,2696,6599.JPG,1,1250,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,NULL,NULL,0,0,1,2/24/2003,NULL,NULL,1/1/2004,NULL,NULL,NULL,NULL
6600,1990710,Forma Scientific 1010 (8024),"Cryo Freezing System, Controlled rate freezing system offers microprocessor programming capabilities for user-defined protocols. Model 8018 programmable controller meets needs betwee 50 to -180 C, Rates programmale from 0.01 C/min to 99.9 C/min. Sample and chamber temp. displayed by LED readouts, Holding times from 1 to 99.9 minutes. RS0232 port permits computer interface or optional data printer. Freezing Chamber 304 stainless steel Int. Dim. 9.3""W x 12""H x 9.9"" FB, Vol. 0.6 cu ft,(18 L), Fron loading.",NULL,Forma Scientific,1010 (8024),Excellent,Recent,NULL,2851,6600.jpg,1,4500,0,0,1,0,,0,Row 2 14-b,NULL,5925,1,0,0,0,0,0,0,0,7/10/1999,8/3/2011,NULL,NULL,NULL,0,NULL,98.110.127.30
6601,2990710,NULL,"Orbital Shaker, Bench top unit, Variable speeds fro 40 to 400 rpm, Stable orbital shaking motion 3/4"" dia., Platform 16""L x 16""W, Shakes flasks up to 1 liter, Handles heavy shaking requirement and is designed for continuous duty.",NULL,New Brunswick,G33,New,New,NULL,2747,6601.JPG,1,1350,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,1,7/10/1999,11/4/2005,NULL,11/4/2005,NULL,NULL,NULL,NULL
6602,3990710,Napco,"Vacuum Oven,  Provide uniform temp. regulated by thermostat with range of amb +10 to 200 C, Vacuum range 1 atm. to 10 microns absolute pressure, Stainless steet interior, 1/2"" tempered glass window , Int vol 0.45 cu.ft. Int dim 12""D x 8""W x 8""H",NULL,Napco,NULL,Good,Recent,NULL,2761,6602.JPG,4,450,0,0,0,4,0,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,7/10/1999,9/2/2008,12/22/2006,12/22/2006,NULL,0,NULL,NULL
6604,4990710,Crescent 3110B,"Wig-L-Bug, For pulverizing, mixing, grinding, For use in preparing small samples for research analysis and spectroscopy. 60 second timer, 1/2"" dia. x 1"" vial adapter. Vials not included.",NULL,Crescent,3110B,Good,Recent,NULL,2717,6604.JPG,3,150,0,0,0,3,0,0,Row 16 5B,NULL,1685,0,0,1,0,0,0,0,0,7/10/1999,1/8/2008,1/8/2008,NULL,NULL,0,NULL,NULL
6605,5990710,NULL,"Vibration Damping Mount.  Isolates delicate instruments by absorbing external vibrations ( up to 9 Hz). The 6.4 cm (2.5"") thick mount is molded of dense, black and white terrazzo with a polished top that resists scratches and chemicals. Supported by four Vibro-absorbers with neoprene feet Dim 22'W x 18""D x 3""H, Supports up to 35 lbs, Weighs 87 lbs.",NULL,Bel-Art,Vibrasorb,Excellent,Recent,NULL,2340,6605.JPG,2,250,0,0,0,0,0,0,NULL,NULL,NULL,0,0,1,0,0,0,0,1,1/17/2004,3/20/2007,3/20/2007,3/20/2007,NULL,NULL,NULL,NULL
