ID,itemNo,title,description,adminNotes,manufacturer,model,condition,age,weight,catid,pic,quantity,price,lowestPrice,costOfGoods,totalNumberOfPieces,quantitySold,sellingPrice,auctionStartPrice,location,barcode1,barcode2,hold,new,sold,featured,specials,offTruck,consignment,deleted,date,editDate,dateSold,dateDeleted,videoLink,inclInNewsletter,NumberOfViews,clientIP
85230,1120106,Sartorius Handy H51 Analytical Balance,<p>   Sartorius Handy H51 Analytical Balance. Capacity 31 g. Readability 0.1 mg. Linearity 0.3 mg.</p>  ,"Emailed quote of $1000 to Joel from The Garland Company, Inc.joelhostetler@garlandind.com (Brett) 20 June 2013  ",Sartorius ,H51 ,Good,Current,NULL,2332,85230.jpg,1,1000,0,0,1,1,0,0,Row 16 6-c,NULL,7304,0,0,1,0,0,0,0,0,1/6/2012,2/10/2014,2/10/2014,NULL,NULL,0,0,98.110.127.30
85231,2120106,Sartorius YDP20-0CE Data Printer,"Sartorius YDP20-0CE Data Printer,goes with Sartorius Analytical Balance CPA224S (08179).",NULL,Sartorius ,YDP20-0CE ,Good,Current,NULL,2274,85231.jpg,1,,0,0,1,0,NULL,,Row 16 5-c,8179,8180,1,0,0,0,0,0,0,0,1/6/2012,NULL,NULL,NULL,NULL,0,0,98.110.127.30
85232,3120106,Toledo Bench Scale Model SM Al,"Toledo Bench Scale Model SM Al with Countpac. Platform 12.5"" x 9"".",NULL,Toledo,IP15KS,Good,Current,NULL,2337,85232.jpg,1,,0,0,1,1,0,0,Row 16 5-c,NULL,5057,0,0,1,0,0,1,0,0,1/6/2012,4/24/2012,4/24/2012,NULL,NULL,0,0,98.110.127.30
85233,4120106,Sartorius LA 230S02548,"Sartorius Analytical Balance Model LA230S, Capacity 230 grams, Readability ).1 mg. with electrostatic pan. DOES NOT HAVE GLASS ON LEFT OR RIGHT SIDE and top MISSING",NULL,Sartorius,LA 230S,Excellent,Current,NULL,2332,85233.jpg,1,2000,0,0,1,0,,0,Row 16 5-c,NULL,8329,1,0,0,0,0,0,0,0,1/6/2012,1/6/2012,NULL,NULL,NULL,0,0,98.110.127.30
85234,5120106,Allied Fisher Model 8215A Balance,"<p>   Allied Fisher Model 8215A Balance. <span style=""background-color:#00ff00;"">Readability 0.001 g. Max capacity 1500 g.</span></p>  ",NULL,Allied Fisher,8215A,Good,Current,NULL,3592,85234.jpg,1,300,200,0,1,0,0,0,Row 16 5-c,NULL,9290,0,0,0,0,0,0,0,0,1/6/2012,3/6/2014,NULL,NULL,NULL,0,0,96.245.79.63
85235,6120106,Beckman 349950 (14) Tube Slot Bucket Adapter,<p>   Beckman 349950 (14) Tube Slot Bucket Adapter</p>  ,"$100 per pair, ace labs",Beckman ,349950,Good,Current,NULL,2433,85235.jpg,5,45,0,0,1,0,0,0,Row 14 6-a,NULL,10280,0,0,0,0,0,0,0,0,1/6/2012,2/21/2013,NULL,NULL,NULL,0,0,98.110.127.30
85236,1120109,Sartorius Lab Scale Model 1003,"<p>   Sartorius Lab Scale Model 1003. Max wt. <span style=""background-color:#ffff00;"">300 grams. Readability 0.1 g.</span></p>  ",NULL,Sartorius,1003,Good,Current,NULL,3594,85236.jpg,1,200,100,0,1,0,0,0,Row 16 5-c,NULL,10925,0,1,0,0,0,0,0,0,1/9/2012,3/6/2014,NULL,NULL,NULL,0,0,96.245.79.63
85237,2120109,Sartorius PMA7500-X Paint-Mixing Scale,"<p>   Sartorius PMA7500-X Paint-Mixing Scale.&nbsp; May only be operated in an ambient temperature range from 0<font size=""1"">&nbsp;</font>C to 40<font size=""1"">&nbsp;</font>C<sup> </sup></p>  <div>   <u>Capacity</u>: 7,500 g</div>  <div>   <u>Readability</u>: .1g</div>  <div>   <u>Reproducability</u>: .1g</div>  <div>   <u>Linearity</u>: .3g</div>  <div>   <u>Platform</u>: 9 inch diameter</div>  <p>   &nbsp;</p>  ","Emailed quote of $1,100 to Dave Osborn at Chromatech Colors on 3-26-2013 (Mark)    ",Sartorius ,PMA7500-X,Good,Current,NULL,3594,85237.jpg,1,1100,500,0,1,0,0,0,Row 16 5-d,NULL,3409,0,0,0,0,0,0,0,0,1/9/2012,3/6/2014,NULL,NULL,NULL,0,0,96.245.79.63
85238,3120109,Ohaus Portable Plus C305 S,Ohaus Portable Plus C305-S. The Ohaus C305-S Portable Plus is designed for all small weighing applications. It offers a maximum capacity of 300 g with 0.1 g readability. This single pan digital balance provides you with two weighing modes: grams and ounces.,"$85.00 on DotMed, comparable new Ohaus $165.00",Ohaus ,C305-S,Good,Current,NULL,2341,85238.jpg,1,65,0,0,1,1,0,0,Row 16 5-c,NULL,10287,0,0,1,0,0,0,0,0,1/9/2012,1/23/2012,1/23/2012,NULL,NULL,0,0,98.110.127.30
85239,1120110,VWR Refrigerated 1166 Refrigerated Bath,"<p>   VWR Polyscience Model 1166 Refrigerated Bath model 1166. Temp Range -20 to 200. Dimensions: 5&quot;W x 5&quot;D x 6&quot;H (inside), 8&quot;W x 17&quot;D x 23&quot;H (outside). 115V 60 HZ.</p>  ",$1200 labx,VWR,1166,Good,Current,NULL,2354,85239.jpg,1,1500,0,0,1,0,,0,Row 11 10-b,NULL,10288,0,0,0,0,0,1,0,1,1/10/2012,6/20/2012,NULL,6/20/2012,NULL,0,0,98.110.127.30
85240,2120110,Precision Water Bath Model 282,"<p>   Precision Water Bath Model 282. Features broad temperature range (ambient to 99.9&deg;C), excellent temperature uniformity (&plusmn;5&deg;C to 99.9&deg;C) and digital temperature control. 115v 300w. 50/60hz. 2.5amp. Bath dimensions: 6 x 11.75 x 5.5 in. 6 liter capacity.</p>  ",325 lone star,Precision,282,Good,Current,NULL,2345,85240.jpg,1,450,0,0,1,1,0,0,Row 9 5-c,NULL,4253,0,0,1,0,0,1,0,0,1/10/2012,2/20/2013,2/20/2013,NULL,NULL,0,0,98.110.127.30
85242,3120110,Welch Vacuum Gauge millitorr,"<p>   <br />   Sargent- Welch Vacuum Gauge. guage for the millitor rnage uses <span style=""background-color:#ffff00;"">DV-23 probe not included.</span></p>  ","on loan to david sauders isoscience      Labx $200 http://www.duniway.com/catalog/gc-thermoc-gauge-tubes.php Duniway Stockroom Corp.  Duniway 1305 Space Park Way, Mountain View, CA 94043  Duniway Tel: 650-969-8811   Duniway Tel: 1-800-446-8811  ",Sargent-Welch,SWVAC E Guage,Good,Current,NULL,3599,85242.jpg,1,150,0,0,1,0,0,0,Row 3 6-d,NULL,10289,0,0,0,0,0,0,0,0,1/10/2012,5/13/2014,NULL,NULL,http://youtu.be/AtQBAfoNf_Y,0,0,98.110.127.30
85243,4120110,Sargent- Welch Vacuum Gauge Mtorr gauage,"<p>   Sargent- Welch Vacuum Gauge. Millitorr gauge, uses a<span style=""background-color:#ffff00;""> DV-23 probe not included</span></p>  ","http://www.duniway.com/catalog/gc-thermoc-gauge-tubes.php Duniway Stockroom Corp.  Duniway 1305 Space Park Way, Mountain View, CA 94043  Duniway Tel: 650-969-8811   Duniway Tel: 1-800-446-8811  ",Sargent-Welch,SWVAC E Guage,Good,Current,NULL,3599,85243.jpg,1,120,85,0,1,0,0,0,Row 3 6-d,NULL,10290,0,0,0,0,0,0,0,0,1/10/2012,3/30/2014,NULL,NULL,http://youtu.be/jBru1emLEDA,0,86,96.245.79.63
85244,5120110,Sargent- Welch Vacuum Gauge,<p>   Sargent- Welch Vacuum Gauge. 500 millitor.</p>  ,NULL,Sargent-Welch,SWVAC E Guage,Good,Current,NULL,2910,85244.jpg,1,,0,0,1,1,0,0,Row 3 6-d,NULL,10291,0,0,1,0,0,0,0,0,1/10/2012,3/14/2013,1/15/2013,NULL,NULL,0,0,98.110.127.30
85251,1120111,Beckman Spectrophotometer Temperature Controller,<p>   Beckman Spectrophotometer Temperature Controller.</p>  ,NULL,Beckman,NULL,Good,Current,NULL,2866,85251.jpg,1,500,0,0,1,0,0,0,Row 10 8-a,NULL,9706,0,0,0,0,0,0,0,0,1/11/2012,6/10/2013,NULL,NULL,NULL,0,0,98.114.99.105
85252,2120111,KNF Neuberger Laboport Vacuum Pump,"<p>   KNF Neuberger Laboport Vacuum Pump. Two-Stage, Model N 840.3 FT .18, 20 l/min, PTFE-coated Diaphragm , 115 VAC, 60 Hz, 3.2 amp. Pulls to 15 mbar.</p>  ",$2724 javac.com,KNF Neuberger,N 840.3 FT .18,Good,Current,NULL,3572,85252.jpg,1,800,0,0,1,1,0,0,Row 3 14-a,NULL,10292,0,0,1,0,0,1,0,0,1/11/2012,5/7/2012,5/7/2012,NULL,http://www.youtube.com/watch?v=IiGnc7tUr_s,0,0,98.110.127.30
85253,3120111,Hewlett Packard Integrator Model 3396A,"Hewlett Packard 3396A Integrator, Entry-level data handling and control capabilities for Liquid and Gas Chromatography, It also provides application development. Two PCMCIA ports for memory expansion or application programs, Dual-channel data acquisition and control with 6890 and 5890 gas chromatographs.",NULL,Hewlett Packard,3396A,Good,Current,NULL,2255,85253.jpg,1,,0,0,1,0,,0,Row 8 5-d,NULL,10293,0,0,0,0,0,0,0,0,1/11/2012,1/11/2012,NULL,NULL,NULL,0,0,98.110.127.30
85254,4120111,Temperature Controller,"Temperature Controller, 15 amp, J thermocouple",NULL,Temperature Controller,Sam,Good,Current,NULL,2479,85254.jpg,1,,0,0,1,0,NULL,,Row 3 6-c,NULL,10294,0,0,0,0,0,0,0,0,1/11/2012,NULL,NULL,NULL,NULL,0,0,98.110.127.30
85255,5120111,Precision Digital Process Meter Model PD655-N,"<p>   Precision Digital Large Display Process Meter Model PD655 NEMA. The PD655 is a Large Display Process Meter with flow rate, totalizer batch control and pump (with alternation) control capabilities. It accepts the common process signals such as 4-20 mA, 0-5 VDC, 1-5 VDC and 0-10 VDC and displays these signals in engineering units on a 1&quot; high 4-1/2 digit red LED display. The PD655 can also provide two isolated 24V power supplies to drive both the input and output loops.</p>  ",NULL,Precision Digital,PD655-N,Good,Current,NULL,2219,85255.jpg,1,300,100,0,1,0,0,0,Row 3 3-c,NULL,10295,0,0,0,0,0,0,0,0,1/11/2012,1/26/2014,NULL,NULL,NULL,0,0,96.245.79.63
85256,6120111,Mettler PJ360 Delta Range Balance,"3600 x .1G, 600 x .01G (Gives 2 decimal readings up to 600G, then 1 decimal readings up to 3600G). No data interface. ",Missing top. ,Mettler,PJ360,Good,Current,NULL,2341,85256.jpg,1,,0,0,1,0,,0,Row 16 5-b,NULL,9070,1,0,0,0,0,0,0,0,1/11/2012,4/2/2012,NULL,NULL,NULL,0,0,98.110.127.30
85257,7120111,Sartorius MC 21 S Micro Balance,This amazing balance features full resolution of 1 µg over the entire weighing range up to 21g and a manually operable draft shield. It’s ideal for accurate microgram weighing when you work with heavy tare containers.     ,no scale.,Sartorius,MC 21 s,Good,Current,NULL,2341,NULL,1,,0,0,1,0,,0,Row 16 5-b,NULL,10296,1,0,0,0,0,0,0,0,1/11/2012,4/26/2012,NULL,NULL,NULL,0,0,98.110.127.30
85258,8120111,Sartorius SC2 Ultra Micro Balance,NULL,NULL,Sartorius ,SC2,Good,Current,NULL,2334,NULL,1,,0,0,1,0,NULL,,16 5 b,NULL,10297,1,0,0,0,0,0,0,0,1/11/2012,NULL,NULL,NULL,NULL,0,0,98.110.127.30
85261,9120111,Sartorius 1475 MP8-2 Top loading balance,"Sartorius Model 1475 MP8-2 Top loading balance, 420g capacity. Accuracy - 0.001/.01",Missing top,Sartorius ,1475 MP8-2,Good,Current,NULL,2341,85261.jpg,1,,0,0,1,0,,0,Row 16 5-b,NULL,3043,1,0,0,0,0,0,0,0,1/11/2012,1/11/2012,NULL,NULL,NULL,0,0,98.110.127.30
85270,10120111,Mettler ME 210391 Power Supply,Mettler ME 210391 Power Supply,NULL,Mettler,ME 210391,Good,Current,NULL,2331,85270.jpg,1,,0,0,1,0,NULL,,Row 17 5-c,NULL,9574,1,0,0,0,0,0,0,0,1/11/2012,NULL,NULL,NULL,NULL,0,0,98.110.127.30
85272,11120111,Mettler ME 210391 Power Supply,Mettler ME 210391 Power Supply,NULL,Mettler,ME 210391,Good,Current,NULL,2331,85272.jpg,1,,0,0,1,0,,0,Row 17 5-c,NULL,9385,1,0,0,0,0,0,0,0,1/11/2012,1/11/2012,NULL,NULL,NULL,0,0,98.110.127.30
85278,12120111,Baker Universal BU 2000 Balance,<p>   Baker Universal BU 2000 Balance</p>  ,zero hour,Baker Universal,BU 2000,Good,Current,NULL,2223,85278.jpg,1,,0,0,1,0,0,0,Row 17 5-c,NULL,10298,1,0,0,0,0,0,0,0,1/11/2012,12/7/2012,NULL,NULL,NULL,0,0,98.110.127.30
85284,13120111,Fisher Ainsworth LC 5000 Balance,"<p>   Fisher Ainsworth LC 5000 Balance. 115/230 vac. 1/4 amp. 50/60 hz.&nbsp; Capacity 5000 g, Sensitivity +/- 0.1 g,&nbsp; Precision +/- 0.1 g</p>  ",NULL,Fisher Ainsworth,LC 5000,Good,Current,NULL,3594,85284.jpg,1,300,200,0,1,1,0,0,Row 17 5-c,NULL,10299,0,0,1,0,0,0,0,0,1/11/2012,5/20/2014,5/20/2014,NULL,http://youtu.be/sQ4sRPZLTNY,0,0,98.110.127.30
85287,14120111,Mettler PB602 Balance,<p>   Mettler PB602 Balance. Min. .5g Max. 610g.</p>  ,NULL,Mettler,PB 602,Good,Current,NULL,2223,85287.jpg,1,,0,0,1,0,,0,Row 17 5-c,NULL,10300,1,0,0,0,0,0,0,0,1/11/2012,2/28/2013,NULL,NULL,NULL,0,0,98.110.127.30
85288,15120111,NCI  Balance Model 3220,"National Control Inc. (NCI) Digital Balance Controller Model 5787, 4.5 x 0.005 kg, Power 117 V AC, 50/60 Hz, 0.5 A, used with NCI Balance Model 3220, Balance dimensions 8"" x 8"",",NULL,NCI,3220,Good,Current,NULL,2223,85288.jpg,1,,0,0,1,0,,0,Row 17 5-c,8053,8054,1,0,0,0,0,0,0,0,1/11/2012,1/11/2012,NULL,NULL,NULL,0,0,98.110.127.30
85296,16120111,Sartorius L2200SX Balance,Sartorius L2200SX Balance. ,NULL,Sartorius,L2200SX,Good,Current,NULL,2341,85296.jpg,1,,0,0,1,0,,0,Row 16 6-c,NULL,7329,1,0,0,0,0,0,0,0,1/11/2012,1/11/2012,NULL,NULL,NULL,0,0,98.110.127.30
85297,17120111,Sartorius L2200SX v. 20 Balance,Sartorius L2200SX v. 20 Balance.,NULL,Sartorius,L2200SX v. 20,Good,Current,NULL,2341,85297.jpg,1,,0,0,1,0,,0,Row 16 6-c,NULL,7330,1,0,0,0,0,0,0,0,1/11/2012,1/11/2012,NULL,NULL,NULL,0,0,98.110.127.30
85298,18120111,Denver Instruments A 200D Balance,<p>   Denver Instruments A 200D Balance.</p>  ,NULL,Denver Instruments,A 200D,Good,Current,NULL,2332,85298.jpg,1,,0,0,1,0,,0,Row 17 5-b,NULL,6626,1,0,0,0,0,0,0,0,1/11/2012,7/24/2013,NULL,NULL,NULL,0,0,98.110.127.30
85299,19120111,Perkin Elmer FTIR 1600  Refurbished,"<p>   Perken Elmer Model 1600 FTIR, Range: 7800 to 100CM-1, Resolution: 4cm-1, Single Beam or Interferogram</p>  ",At triad as of  1/11/12,Perkin Elmer,1600,Good,Current,NULL,2872,NULL,1,7000,0,0,1,0,,0,triad,NULL,1301,1,0,0,0,0,0,0,0,1/11/2012,8/30/2012,NULL,NULL,NULL,0,0,98.110.127.30
85309,1120112,GCA Precision Scientific Vacuum Oven Model 31566 26,GCA Precision Scientific Vacuum Oven Model 31566-26. Parts only.,no door seal,GCA Precision Scientific,31566-26,For Parts Only,Current,NULL,2761,85309.jpg,1,,0,0,1,0,,0,Row 2 12-a,NULL,1919,1,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85310,2120112,Beckman 260 PH/TEMP/MV METER,<p>   Beckman 260 PH/TEMP/MV METER</p>  ,BECKMAN 240 PH/TEMP METER 511000 2-18-2013 (Mark) is $145  511201 Beckman 250 portable pH/Temp/mV Meter with pH/ISE/ATC electrode probe #3 is $230,Beckman ,511202,Good,Current,NULL,2319,85310.jpg,1,120,90,0,1,0,0,0,Row 17 1-b,NULL,5489,0,0,0,0,0,0,0,0,1/12/2012,1/26/2014,NULL,NULL,NULL,0,0,96.245.79.63
85311,3120112,Matheson  CGA 590,<p>   Matheson Gas Cylinder Pressure Regulator CGA 590. Low: 0-100psi high: 0-3000psi</p>  ,NULL,Matheson ,CGA 590,Good,Current,NULL,2617,85311.jpg,1,75,0,0,1,1,0,0,Row 14 5-d,NULL,10302,0,0,1,0,0,1,0,0,1/12/2012,8/8/2012,8/8/2012,NULL,NULL,0,0,98.110.127.30
85312,4120112,Matheson Gas Cylinder Pressure Regulator CGA 540,Matheson Gas Cylinder Pressure Regulator CGA 540. Low: 0-30psi high: 0-3000psi,NULL,Matheson ,CGA 540,Good,Current,NULL,2617,85312.jpg,1,,0,0,1,0,,0,Row 14 5-d,NULL,10303,0,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85313,5120112,Scientific Gas CGA 660 Pressure Regulator,<p>   Scientific Gas CGA 660 Pressure Regulator. Low 0-1000 psi. High 0-3000 psi.</p>  ,NULL,Scientific Gas,CGA 660,Good,Current,NULL,2919,85313.jpg,1,250,0,0,1,0,0,0,14 5-d,NULL,10304,0,0,0,0,0,0,0,0,1/12/2012,1/25/2013,NULL,NULL,NULL,0,0,98.110.127.30
85314,6120112,Norgren R07 200 RNKA Air Pressure Regulator,Norgren R07 200 RNKA Air Pressure Regulator. Inlet 400 psig. Outlet 100 psig. 150 degree fahrenheit max. ,NULL,Norgren,R07 200 RNKA,Good,Current,NULL,2919,85314.jpg,1,,0,0,1,0,,0,14 5-d,NULL,10305,0,0,0,0,0,0,0,0,1/12/2012,1/15/2012,NULL,NULL,NULL,0,0,68.44.102.14
85315,7120112,Matheson 3503 Dual Guage Pressure Regulator,Matheson 3503 Dual Guage Pressure Regulator. 0-3000 psi. ,NULL,Matheson,3503,Good,Current,NULL,2921,85315.jpg,1,,0,0,1,0,,0,14 5-d,NULL,10306,0,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85316,8120112,IEC Centrifuge inserts,IEC Centrifuge inserts,NULL,IEC,inserts,Good,Current,NULL,2433,NULL,1,,0,0,1,0,NULL,,Row 13 5-f,NULL,10307,1,0,0,0,0,0,0,0,1/12/2012,NULL,NULL,NULL,NULL,0,0,98.110.127.30
85322,9120112,IEC Centrifuge inserts,IEC Centrifuge inserts,NULL,IEC,inserts,Good,Current,NULL,2433,NULL,1,,0,0,1,0,,0,Row 13 5-f,NULL,10308,1,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85323,10120112,Beckman Centrifuge inserts,Beckman Centrifuge inserts,NULL,Beckman,inserts,Good,Current,NULL,2433,NULL,1,,0,0,1,0,,0,Row 17 5-f,NULL,10309,1,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85324,11120112,Heraeus Centrifuge inserts,Heraeus Centrifuge inserts,NULL,Heraeus,inserts,Good,Current,NULL,2433,NULL,1,,0,0,1,0,,0,NULL,NULL,10310,1,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85325,12120112,Sorvall Centrifuge inserts,Sorvall Centrifuge inserts,NULL,Sorvall,inserts,Good,Current,NULL,2433,NULL,1,,0,0,1,0,,0,Row 13 5-e,NULL,10311,1,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85326,13120112,Matheson CGA 330 Pressure Regulator,Matheson CGA 330 Pressure Regulator. Low 0-100 psi. High 0-3000 psi. ,NULL,Matheson,14M 330,Good,Current,NULL,2919,85326.jpg,1,,0,0,1,0,,0,Row 14 5-d,NULL,10312,0,0,0,0,0,0,0,0,1/12/2012,1/12/2012,NULL,NULL,NULL,0,0,98.110.127.30
85328,1120116,Glas-Col  100A 0402,"<p>   Glas-Col. Heating Mantle Flexible fabric, Hemispherical ,Fabric Temperature Limit 450 Deg C, 250-ml, 180 watts, 120 VAC</p>  ",NULL,Glas-Col,100A 0402,Good,Current,NULL,2538,85328.jpg,1,64,0,0,1,0,0,0,BR 1 2-e,NULL,10313,0,0,0,0,0,0,0,0,1/16/2012,8/7/2012,NULL,NULL,NULL,0,0,98.110.127.30
85329,2120116,Glas-Col  100A 0402,"<p>   Glas-Col. Heating Mantle Flexible fabric, Hemispherical ,Fabric Temperature Limit 450 Deg C, 250-ml, 180 watts, 120 VAC</p>  ",NULL,Glas-Col,100A 0402,Good,Current,NULL,2538,85329.jpg,1,64,0,0,1,0,0,0,BRow 2 4-a,NULL,10314,0,0,0,0,0,0,0,0,1/16/2012,8/7/2012,NULL,NULL,NULL,0,0,98.110.127.30
85330,3120116,Glas Col  100A 0402 Heating Mantle,"<p>   Glas-Col. Heating Mantle Flexible fabric, Hemispherical ,Fabric Temperature Limit 450 Deg C, 250-ml, 180 watts, 120 VAC</p>  ",NULL,Glas-Col,100A 0402,Good,Current,NULL,2538,85330.jpg,1,64,0,0,1,0,,0,BRow 2 4-a,NULL,10315,0,0,0,0,0,0,0,0,1/16/2012,12/26/2013,NULL,NULL,NULL,0,0,98.110.127.30
85331,4120116,Glas-Col  100A 0402 Heating Mantle,"<p>   Glas-Col. Heating Mantle Flexible fabric, Hemispherical ,Fabric Temperature Limit 450 Deg C, 250-ml, 180 watts, 120 VAC</p>  ",NULL,Glas-Col,100A 0402,Good,Current,NULL,2538,85331.jpg,1,80,0,0,1,0,0,0,BRow 2 4-a,NULL,10316,0,0,0,0,0,0,0,0,1/16/2012,8/7/2012,NULL,NULL,NULL,0,0,98.110.127.30
